title,current_price,former_price,discount
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG,505000,780000,35%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,505000,577000,12%
"Hp CHROMEBOOK, INTEL CELERON, 4GB RAM,32GB EMMC WINS 10+BAG",90000,1250000,17%
Hp NoteBook 348 G5 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard- Windows 11 Pro + BAG,470000,650300,38%
Hp VICTUS GAMING 16 12TH GEN INTEL CORE I7 8GB RAM 1TB SSD GTX 1650 (4GB) WINS 11,1880500,106880,42%
"Type- .9 * 5.5mm Male, Right Head, PD Chip, DC Interface,",6110,700000,32%
"Hp CHROMEBOOK 14 X360, TOUCHSCREEN,INTEL CELERON,4GB RAM,32GB SSD + KEYBOARD FLASHLIGHT,",200000,900000,52%
"Asus VIVOBOOK 14 12TH GEN INTEL CORE I3 8GB RAM 512GB SSD BACKLIT KEYBOARD 14"" FHD WINS 11",564500,250000,20%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows11 Pro+BAG,505000,151970,41%
Hp ProBook 11 X360 TOUCH INTEL CORE I5 512GB SSD- 8GB RAM Windows 11  & USB LIGHT,380000,91850,42%
Hp Pavilion 15 11th Gen Intel Core I5 12GB 512GBSSD Touchscreen/Backlit Keyboard,865850,540000,15%
Hp Pavilion 15 X360 11th Gen Intel Core I5 16GB RAM/1TB SSD Backlit Keyboard Win 10,999500,992000,11%
Hp ProBook 11 X360- TOUCH- 256GB SSD/8GB RAM-Intel CORE I5- Windows 11 + 64GB Flash & BAG,350000,172000,24%
Hp NoteBook 348 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard- Windows 11 Pro + BAG,510000,585000,23%
"Lenovo Ideapad 5 11th Gen Intel Core I7 8GB RAM 512GB SSD Backlit Keyboard FP Reader 14"" Wins 11",820000,290000,17%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG,485000,75150,41%
"ENKAY Universal Silicone Anti-Dust Plugs For Lenovo / HP / Dell / Acer / Asus Laptop, 13 Anti-dust Plugs In One Packing, Price Is For 13 Anti-dust Plugs(Black)",7944,24600,30%
"DELL ALIENWARE M16 R1,CORE I9-13900HX,4TB SSD/64GB RAM,16GB RTX 4090,16"" FHD+ DISPLAY,WIN 11 PRO",6300000,400000,48%
Hp SPECTRE 14 X360 13TH GEN INTEL CORE I7 16GB RAM 1TB SSD BACKLIT KEYBOARD FP READER WINS 11,2250000,490000,1%
"Hp Pavilion 15 X360 11th Gen Intel Core I5,16GB RAM 1TB SSD, Backlit Keyboard, Wins 10",999400,695000,11%
"DELL Latitude 3420-14"" FHD-11th Gen Intel Core I5-1135G7 Quad-Core-16GB RAM-256GB SSD-Black",890000,545000,17%
Thin Laptop Keyboard Protector Skin Cover Film For HP   Laptop Pink,2516,180360,41%
"Hp ENVY 15 X360 13TH GEN INTEL CORE I7 16GB RAM 512GB SSD 15.6"" TOUCHSCREEN BACKLIT KEYBOARD WINS 11",1300000,1420000,64%
Hp EliteBook 840 G5 Intel Core I5-32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,545000,695000,27%
Asus ViboBook X1605ZA Intel Core I7 12GB RAM 512GB SSD 16-Inch Windows 11 Backlit Keyboard,1199990,670000,15%
"Hp 15 12th Gen Intel Core I3 15.6"" 16GB RAM/256GB SSD Fingerprint Reader Win 11",565000,110220,42%
"DELL LATITUDE 3380 INTEL CORE I3, 512GB SSD 16GB WIN 11 Pro",560000,28550,30%
Hp Stream 14 Laptop Intel Celeron - 64GB HDD- 4GB RAM Windows 11+ Laptop Pouch,235000,399000,22%
Hp EliteBook 840 G5 Intel Core I5- 8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 10 Pro + BAG,445000,125000,4%
DELL ALIENWARE M16 R2 Intel Core Ultra 9 /32/1tb/8gb RTX 4070 Graphics/backlit/windows 11,3500000,4270,50%
"Hp Notebook 14-intel Celeron,4GB RAM 64GB SSD, Win 10",195000,800000,10%
"Lenovo Thinkpad X1 Carbon Gen 11 Core I5 (13th Gen) 256gb Ssd 16gb Ram 14"" Fhd Backlit K/board Win 11Pro",1350000,170000,21%
"Hp CHROMEBOOK 11, INTEL CELERON, 4GB RAM,32GB EMMC WINDOWS 10 + 32GB FLASH",100000,96860,42%
"Hp Notebook 15 Intel Pentium  TOUCHSCREEN (4GB RAM, 500GB HDD- 32GB Flash+ Mouse- USB Light For Keyboard) Windows 10 Laptop",470000,690000,25%
Lenovo THINKPAD T14 GEN 3 12TH GEN CORE I7 512GBSSD 16GBRAM BACKLIT,1348850,700000,36%
"DELL Alienware M16 R1, 2TB SSD, 32GB RAM I9 RTX 4090",5150000,85170,41%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit,505000,950000,7%
Hp ProBook X360- Intel Pentium 128GB SSD- 4GB RAM WIN10 Pro,190000,650300,38%
Hp EliteBook 840 Intel Core I7- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,699999,694990,11%
"Hp Stream 14 Intel Celeron,4GB RAM 64GB EMMC,Wins 10 In S Mode",185000,700000,11%
10Pcs Convenient Touch Screen Pen Wide-Light Green,3454,750000,17%
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,485000,300000,3%
Hp ProBook 11 X360- Intel Pentium 256GB SSD-TOUCHSCREEN 4GB RAM Windows10 Pro + Laptop Pouch,190000,1900500,8%
Hp EliteBook 830 G6 Intel Core I5 Touchscreen -16GB RAM/512GB SSD/Backlit/FP Reader Wins 11 Pro + BAG,470000,650000,9%
"DELL LATITUDE 9520 X360 11TH GEN CORE I5 16GB RAM 256GB SSD 15.6"" TOUCH/BACKLIT KEYS WINS 11",750000,740000,9%
Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10+ 32GB FLASH,140000,250000,12%
Hp Stream 11 Intel Celeron D/C  4GB RAM- 64GB HDD WIN 10+ USB Light For Keyboard,130000,73480,42%
Msi THIN GAMING 15 INTEL CORE I5-11400H 16GB RAM 512GB SSD RTX 3050 (4GB) RGB BACKLIT WINS 11,1100000,136940,42%
"Hp Pavilion 15 11th Gen Intel Core I7 16GB, 512 SSD Touch/Backlit Keyboard Wins 11 + Free Mouse",1390900,103540,42%
Multi USB 2.0 Hub USB Splitter High Speed 6 Ports With TF SD Card Reader(Black),16000,88510,42%
Hp ProBook 11 X360- TOUCH Intel Celeron 256GB 4GB RAM WIN10 Pro+32GB FLASH & USB LIGHT FOR KEYBOARD,385000,550000,18%
15.6 Inch Laptop Sleeve Diamond PU Leather Case-Black,21270,577000,12%
"Hp Pavilion 15 Intel Pentium Quad Core (8GB RAM, 500GB HDD) 15.6-Inch Windows 10 Laptop +32GB Flash Drive",345000,4999999,66%
Adjustable Folding Laptop Stand Desk,38232,690000,12%
"Hp Stream 11 Intel Celeron Dual Core- 11.6Inches (32GB SSD,2GB RAM+32GB Flash) Windows 10- Ultra Slim",110000,98530,41%
Msi THIN GAMING 15 INTEL CORE I5-11400H 16GB RAM 512GB SSD RTX 3050 (4GB) RGB BACKLIT WINS 11,1150000,187000,20%
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,750000,1550000,19%
"Hp PAVILION 14 11TH GEN INTEL CORE I3 8GB RAM 256GB SSD BACKLIT KEYBOARD 14""FHD WINS 11",620000,52020,30%
Hp EliteBook 840 G5 Intel Corei5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Win11 Pro+pouch Mouse,430000,7000,89%
DELL XPS 17 9730 Core I9-13900H 1TB SSD 32GB RAM ''17'' 8GB NVIDIA RTX 4070  Backlit WIN 11 PRO,3650000,795000,6%
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,750000,700000,54%
Universal Capacitive Touch Screen Stylus Pen For IPad-Black,1476,800000,42%
Hp ELITEBOOK X360 1030 G3 8TH GEN CORE I5 8GB RAM/1TB SSD BACKLIT KEYBOARD FP READER WIN 11 PRO+BAG,750000,400000,55%
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,240000,101870,42%
Silicone Anti-Slip Stylus Pen Case Protective Case-Black,1811,195000,38%
"Asus VIVOBOOK 14 12TH GEN INTEL CORE I3 8GB RAM 512GB SSD BACKLIT KEYBOARD 14"" FHD WINS 11",565000,10800,44%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,505000,2900000,21%
Hp ProBook 11 X360- TOUCH Intel Celeron 128GB 4GB RAM WIN10 Pro,175000,7000,89%
Adjustable Laptop Table With Mouse Pad & Cooler,37000,995000,14%
"DELL ALIENWARE M16 R1,CORE I9-13900HX,4TB SSD/64GB RAM,16GB RTX 4090,16"" FHD+ DISPLAY,WIN 11 PRO",5750000,101870,42%
"Hp ProBook X360 11 Touchscreen Core I5-8GB DDR4, 256GB SSD W10",319999,740000,7%
Collapsible Foldable Seat,13500,146960,42%
Hp ProBook 11 X360 TOUCH INTEL CORE I5 256GB SSD- 8GB RAM Windows 11  & POUCH BAG,350000,380000,8%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG,485000,106880,42%
Keyboard Cover Stickers Paster Alphabet Layout Dustproof For ASUS U80,3785,1690000,22%
"Asus TUF FX707ZC-ES53	Intel Core I5 12th Gen, 16gb RAM, 512GBSSD,17.3’’RTX 3050 4gb,Windows 11",1000000,800000,36%
"/org For Dell Vostro 15 3510 3520 3525 Inron 3511 3515 LCD Back Cover/Front bezel /Upper cover /Bottom Case /Hinges,Black",164328,450000,14%
Hp EliteBook 840 G5 Intel Core I5-12GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,495000,327320,42%
Hp ProBook X360 11 G4 EE Core I5 8TH GEN 512 SSD 8GB RAM Windows 10 TOUCH,395000,1900500,8%
"DELL Latitude 3160 Touch Screen Intel Celeron 4GB RAM, 128ssd  Windows 10 + Keyboard Flash Light",400000,790000,11%
Stylus Touch Screen Pen For IPhone 5/4S/4G/3GS-Rose-Red,449,1490000,7%
Lenovo 65W USB TYPE-C Laptop Charger,23600,1285000,1%
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,750000,200000,33%
"Msi TITAN GT77HX,i9,13th GEN, 2TB/64GB,12GB NVIDIA RTX 4080",4500000,18780,27%
Hp EliteBook 840 G6 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,505000,61790,41%
"DELL Latitude 3420-14"" FHD-11th Gen Intel Core I5-1135G7 Quad-Core-16GB RAM-512GB SSD-Win 10 Pro",958000,1220500,6%
"Hp 15 AMD 500GB HDD/4GB RAM, DVD, 15.6'' Windows 10+32GB FLASH",325000,300000,20%
Hp ProBook X360 11 G4 EE Core I5 8TH GEN 512 SSD 8GB RAM Windows 10 TOUCH,390000,800000,6%
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/512GB SSD/ Backlit Keyboard/Windows11 Pro+BAG,465000,168670,42%
Lenovo 65W USB TYPE -C  Laptop Charger With Power Cord,19999,153640,42%
Hp ProBook 11 G1 X360 Convertible Intel P Laptop 4G RAM 256G,195999,550000,11%
15.6 Inch Laptop Sleeve Case Ultrabook Macbook Bag-Navy,21270,300000,3%
Apple MacBook Air 13.3 - 8GB/256GB/M1 Processor/ Space Grey,1180000,178000,16%
"Lenovo IDEAPAD 15 INTEL CORE I3 8GB RAM 256GB SSD 15.6""FHD WINDOWS 11+ Led Light",455600,350000,26%
Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10+ 32GB FLASH,120000,995900,38%
Asus 15 - Asus Laptop Intel Celeron 8GB RAM/ 1000GB HDD/ Backlit Keyboard Windows 11 + 32GB Flash,349999,725000,6%
Hp SPECTRE 14 X360 13TH GEN INTEL CORE I7 16GB RAM 1TB SSD BACKLIT KEYBOARD FP READER WINS 11,2250000,589000,14%
Asus ROG Flow Z13 Gaming GZ301ZC Intel Core I7-12700H 16GB/512GB 4GB Nvidia Win 11,2489900,1045000,7%
Hp ZBOOK FIREFLY 14 G9 CI7 12TH GEN 512GBSSD 16GB 4GB NVIDIA,1812800,300000,57%
Hp Notebook 15 - Intel Core I3-Backlit Keyboard -16GB RAM/1TB HDD Windows 11 + HP BAG,579000,9600,44%
"Hp CHROMEBOOK 11, INTEL CELERON, 4GB RAM,16GBSSD WINS 10+BAG",120000,28300,50%
"Hp CHROMEBOOK 11, INTEL CELERON, 4GB RAM,32GB EMMC WINDOWS 10 + 32GB FLASH",120000,1915000,2%
Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10+ 32GB FLASH,120000,399000,40%
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,750000,790000,6%
"Lenovo Thinkpad P16 Gen 2, Core I9, 1TB/32GB, 12GB NVIDIA",3600000,1900000,5%
One Flexible USB LED Lights For Laptop And Desktop Keyboard,850,350000,8%
"Acer NITRO V 15 13TH GEN CORE I7 16GB RAM 512GB SSD NVIDIA RTX 4050 (6GB) 15.6"" FHD WINS 11",1690000,700000,14%
10 Steps Foldable Adjustable Laptop Stand Desktop Stand,6075,1699000,22%
Lenovo IDEAPAD V14 10TH GEN INTEL CORE I5 8GB RAM 256GB SSD 14'' INCH BLUETOOTH WINS 10 PRO,600000,1043500,12%
"DELL LATITUDE 9520 X360 11TH GEN CORE I5 16GB RAM 256GB SSD 15.6"" TOUCH/BACKLIT KEYS WINS 11",750500,540000,14%
DELL XPS 15 9530 13TH GEN CI9 1TB SSD 32GB RAM 8GB NVIDIA W11PRO,3456800,76850,42%
"Hp FLEXIBLE USB LIGHT FOR COMPUTERS,LAPTOP & POWER BANK BLUE",2500,510000,5%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,465000,1820000,9%
Hp Elitebook X2 1012 G2 Intel Core I5 256GB SSD -8GB RAM -Backlit-Keypad - Touch Windows 11 PRO + PEN,430000,550000,12%
Hp ProBook 11 X360- TOUCH Intel Celeron 128GB 4GB RAM WIN10 Pro,185000,520000,14%
4 PCS Non-Slip Bottom Rubber Cooling Mat Pad Feet For AppleBook A1534,2470,198000,4%
"Touchmate 14"" WINDOWS 10 Ultra Slim Notebook",250000,232130,42%
Hp NoteBook 348 G5 Intel Core I5-16GB RAM/256GB SSD/Backlit Keyboard- Windows 11 Pro + BAG,470000,900000,48%
Hp Pavilion 15 10th Gen Core I5 12GB/512GB Win 10,860500,880000,35%
Lenovo THINKPAD P14s GEN 4 13TH GEN COREI7 512GBSSD 16GBRAM BACKLIT,1496950,490000,73%
Case For Dell Latitude 5440 5430 5420 5431 5421 7430 7420 Laptop Sleeve 14 Inch Detachable Notebook PC Cover Bag Protective Skin,86673,427520,42%
"Lenovo IDEAPAD 15 INTEL CELERON 4GB RAM 256GB SSD 15.6"" HD WINS 10",298450,170000,12%
 65W USB Type C Laptop Adapter Charger For Lenovo Yoga 720 720~13IKB 730 730~13IKB 910 910~131KB C930 C940 C740 S730 730S,66433,2900000,21%
 90W 19V 4.74A AC Adapter Charger Power Supply for HP Elitebook 8440p 8440w 8460p 8460w 8540p 8540w 8760w,60972,1380000,6%
Hp Stream 11- Intel Celeron - 64GB EMMC 4GB RAM On Board Windows10 Pro+ 32GB Flash Mouse,122000,1190000,7%
"Hp Pavilion 14 X360 11th Gen Intel Core I7 14"" 16GB RAM/1TB SSD Win 11",1300800,2828,50%
Heavy Duty Case For MacBook Air 13 Inch 2018-2020 (M1 A2337 A2179 A1932),35900,156600,42%
"Asus NOTEBOOK 14 INTEL CELERON N4020 4GB RAM 128GB SSD 14"" HD WINS 11",325000,1015600,2%
Hp ELITEBOOK X360 1030 G2 CORE I5 8GB RAM/ 512GB SSD BACKLIT KEYBOARD FP READER WIN 11 PRO,525000,90180,41%
Hp ProBook 11 X360- TOUCH Intel Celeron 256GB 4GB RAM WIN10 Pro+32GB FLASH & USB LIGHT FOR KEYBOARD,385000,395000,14%
"Hp Envy 15 X360 12th Gen, Intel Core I7 (16GB/1TB SSD) Touch/Backlit Keyboard,  Wins 11+Bag",1327500,450000,11%
"Acer NITRO V 15 13TH GEN CORE I7 16GB RAM 512GB SSD NVIDIA RTX 4050 (6GB) 15.6"" FHD WINS 11",1650000,105210,42%
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,240000,698000,3%
"DELL Chromebook - 14"" - Celeron - 4GB RAM - 32GB EMMC + Flash",140000,300000,20%
"Hp 15 TOUCHSCREEN 11TH GEN, INTEL CORE I3, 16GB RAM, 256GB SSD, WINS 11 + Mouse",615000,570000,11%
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse &USB Light For Keyboard,150000,33000,88%
"Hp Pavilion 14 X360 11th Gen Intel Core™ I7,1TB SSD, 16GB RAM, Backlit Keyboard,14""Touchscreen Wins 11",1300000,180000,17%
"Hp ELITE DRAGONFLY G4 MULTI-TOUCH Core I7 32GB RAM, 1TB SSD",1970000,230000,1%
"DELL LATITUDE 3190,X360 INTEL PENTIUM,TOUCH 8GB RAM,256GB SSD WIN 11 +USB LIGHT",245000,600000,18%
Hp ProBook 11 X360- Intel Pentium 256GB SSD-TOUCHSCREEN 4GB RAM Windows10 Pro,205000,680000,33%
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,465000,750000,35%
Asus 15 - Asus Laptop Intel Celeron 8GB RAM/ 1000GB HDD/ Backlit Keyboard Win 11 + FAN,349999,178000,16%
Hp Stream 11 Pro- Intel Celeron- Education Edition - 4GB RAM - 64GB HDD Windows 10 Pro+ BAG,130000,1550000,16%
Hp Stream 11 Intel Celeron D/C  4GB RAM- 64GB SSD WIN 10+ MOUSE,150000,900000,44%
Hp ENVY 14 X360 13TH GEN INTEL CORE I7 16GB RAM 1TB SSD BACKLIT KEYBOARD FP READER WINDOWS 11,1270000,770000,9%
Hp Stream 11 Intel Celeron 4GB RAM- 64GB SSD WIN 10+ USB LIGHT FOR KEYBOARD,130000,150000,13%
Hp ProBook 11 G1 X360 Convertible Intel Celeron Laptop 4G RAM 128G Touchscreen With Laptop Pouch,185000,1320000,13%
Lenovo Ideapad Intel Celeron N4000  4GB RAM 256 SSD GB HDD Wins 10,298000,550000,17%
Hp 15 TOUCHSCREEN 12TH GEN INTEL CORE I7 16GB RAM 512GB SSD INTEL IRIS XE WINS 11,905500,395000,24%
13 Inch Laptop Sleeve Case Ultrabook Macbook Bag-Navy,21270,16538,28%
Hp 250 G8 11th Gen Intel Core I7 (1TB HDD/16GB RAM) Wins 10 Pro,962500,515000,8%
"DELL Inspiron 15 Touchscreen Intel Core I5 8GB/256GB SSD 15.6"" FHD Win 11+ Mouse",760800,550000,8%
Hp ProBook 11 X360 TOUCH INTEL CORE I5 512GB SSD- 8GB RAM Windows 11 & POUCH BAG,380000,550500,14%
1PC 4.5*3.0mm To Type C PD Laptop Charging Cable Cord For HP Envy,7607,202000,8%
Lenovo ThinkPad L13 Yoga Gen2 X360 Ci7-1165G7 16GB RAM 1TB SSD PEN,1404900,520000,10%
"Lenovo Ideapad 3 10th Gen, Intel Core I3 4GB RAM,1TB HDD Wins 10",435000,37170,30%
Flower price Hard case for Macbook  M2 Air 15 13 A2941 A2681 13.6INCH case Retina Pro 14 15 16 A2442 A2485 M1 A2337,67860,2820000,13%
"Lenovo IDEAPAD 15 INTEL CELERON 2.4GHZ 4GB RAM 256GB SSD 15.6"" WINS 10 PRO",298000,260000,15%
DELL Latitude 3450 Core I3 ITB HDD 8GB RAM Wins 10 + Bag,220000,650000,52%
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,445000,540000,16%
Hp Stream 11 Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard,150000,880000,11%
Hp ProBook 11 X360-  128GB SSD- TOUCHSCREEN Intel CELERON 4GB RAM WIN10 Pro +USB LIGHT& 32GB FLASH,220000,182030,42%
Lenovo Ideapad Intel Celeron 4GB Ram256 GB SDD)N 4000 Wins 10+ 32GB FLASH DRIVE,298800,76820,42%
Hp SPECTRE X360 14 CI7 12TH GEN 1TB SSD 16GB RAM TOUCH BACKLIT,1924800,680000,29%
10.1inch Portable Netbook ACTIONS S500 1.5GHz ARM,211900,38310,30%
Hp EliteBook 830 G6 Intel Core I5-16GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows11 Pro+BAG,475000,207350,42%
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,240000,78490,41%
"DELL LATITUDE 3380, INTEL CORE I3 ,8GB RAM,256GB SSD ,WIN 11+ LIGHT",265000,133980,41%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,505000,880000,36%
Flexible USB Led Lights For Laptop And Desktop,800,170000,26%
Hp Elitebook X2 1012 G2 Intel Core I5 256GB SSD-8GB RAM-Backlit -Touch + PEN Windows 10 PRO +HAND FAN,430000,790000,13%
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/512GB SSD Win 11,485000,450000,4%
"DELL LATITUDE 3190, INTEL CELERON,4GB RAM,128GB SSD+LIGHT",138000,111890,42%
Hp ENVY 14 X360 13TH GEN INTEL CORE I5 8GB RAM 512GB SSD TOUCH/BACKLIT KEYBOARD FP READER WINS 11,940000,192000,4%
Hp ProBook 11 X360 TOUCH INTEL CORE I5 256GB SSD- 8GB RAM Windows 11+ 32GB FLASH & POUCH BAG,350000,40232,29%
DELL Latitude 3450 Core I3 ITB HDD 8GB RAM Wins 10 + Bag,220000,550000,12%
Hp ProBook 11 X360- TOUCHSCREEN Intel PENTIUM 256GB SSD 4GB RAM WIN10 Pro,195000,10800,44%
"Hp Pavilion 15 X360 11th Gen Intel Core™ I3,512 SSD, 16GB RAM Touchscreen, Wins 10 + Free Mouse",670500,690600,20%
"Hp 15 Touchscreen Intel Pentium 1TB ,4GB RAM Wins 10+ Headfone",395000,158000,5%
Hp ProBook 11 X360- TOUCH Intel Pentium 256GB 8GB RAM WIN10 Pro + MOUSE,200000,300000,30%
Hp NoteBook 348 G5 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard- Windows 11 Pro + BAG,490000,1220000,3%
"SwitchEasy CoverBuddy Pencil Holder ic Case Cover for iPad Air11 Pro12.9 "" Compatible with Magic Keyboard Smart Folio",86710,545000,15%
Hp ProBook 11 X360- TOUCH Intel Celeron 256GB 4GB RAM WIN10 Pro+MOUSE & USB LIGHT FOR KEYBOARD,369999,56780,42%
Hp NoteBook 348 G5 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard- Windows 11 Pro + BAG,450000,800000,37%
"Hp STREAM 11-Y000NA, 32GB HDD,2GB RAM, 11.6 INCHES, INTEL CELERON, AQUA BLUE",110000,890000,39%
Hp Zbook Studio G10 Mobile Workstation Intel Core I7 2TBSSD 32GB RAM UHD+ 8GB Nvidia RTX 2000 Win11Pro,3580000,43863,41%
Thin Laptop Keyboard Protector Skin Cover For HP   Laptop Black,11894,41840,30%
Hp ProBook 11 X360- TOUCH- 256GB SSD 4GB RAM W11 + 64GB Flash,199999,400000,40%
"Asus NOTEBOOK 14 INTEL CELERON N4020 4GB RAM 128GB SSD 14"" HD WINS 11 + Headset",335500,26940,30%
Hp EliteBook 840 Intel Core I7- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,620000,30000,8%
"Hp PAVILION 15 12TH GEN, INTEL CORE I5 8GB RAM 512GB SSD BACKLIT KEYBOARD 15.6""TOUCH WINS 11",850000,62926,50%
"Hp Stream 14 Intel Celeron,4GB RAM 64GB EMMC,Wins 10 In S Mode",205000,1090000,13%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,505000,2280000,3%
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 10 Pro + BAG,505000,45090,15%
Hp EliteBook WIN11 840 G6 Intel Core I5/16GB RAM/1TB SSD+BAG,485000,680000,12%
"DELL Vostro 15 10th Gen, Intel Core I3 8GB RAM 256GB SSD 15.6"" HD Windows 10+ Bag",457100,990000,4%
Hp NoteBook 348 G5 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard- Windows 11 Pro + BAG,490000,330000,61%
"Lenovo YOGA 9 X360 11TH GEN INTEL CORE I7 8GB RAM 512GB SSD 14"" TOUCH/BACKLIT KEYBAORAD FP WINS 10",980000,900000,52%
Case For Hp Elitebook X360 1030 G3 G4 830 G7 835 G8 13.3 Laptop Sleeve Detachable Notebook Cover Bag Protective Skin Stylus Gift,85838,800000,6%
Hp 290 G4 MicroTower Desktop INTEL CORE I3 1TB HDD-8GB RAM 18.5'' 10TH GEN WIN 11 PRO,670000,464260,42%
Hp SPECTRE 14 X360 13TH GEN INTEL CORE I7 16GB RAM 1TB SSD BACKLIT KEYBOARD FP READER WINS 11,2250000,885000,15%
"DELL ALIENWARE M16,1TB/16GB,RTX 4080, I9-13900HX,13th Gen",4153500,595000,25%
"ENKAY Universal Silicone Anti-Dust Plugs For Lenovo / HP / Dell / Acer / Asus Laptop, 13 Anti-dust Plugs In One Packing, Price Is For 13 Anti-dust Plugs(Black)",6750,800000,37%
Flexible USB Led Lights For Laptop And Desktop,800,24056,28%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG,485000,300000,20%
Hp Stream 11-Intel Celeron 64gb Ssd/4gb Ram+ 32GB Flash,120000,400500,10%
"Hp 250 G6 Intel Core I3 (4GB RAM, 1TB HDD) 15.6-Inch Windows 10 Laptop +POWER BANK 10000MAH",700000,500000,1%
" Men Shoulder Bags Double Layers Man Leather Business Briefcase Bag For 14.1 15.6"" Laptop Handbags  Men's vel Bags",134769,800000,32%
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,210000,1020000,7%
Hp Notebook 14 Intel Celeron Dual Core N4020 8GB RAM 1TB HDD WIN 10,438000,800000,6%
"Hp PAVILION 14 X360 INTEL CORE I7 12TH GEN 16GB RAM 512GB SSD 14"" TOUCH/BACKLIT KEYBOARD WINS 11",1250000,250680,45%
Resistive Capacitive Touch Screen Stylus Pen For Tablet,1884,33000,88%
"DELL LATITUDE 3180 CHROMEBOOK, 4GB RAM, 16GB SSD + 32GBFLASH",125000,385000,22%
FOLDABLE LAPTOP DESK - Brown,16500,150000,21%
