title,current_price,former_price,discount
Laptop Sleeve Briefcase for Samsung Galaxy Book 3 13.3 14 15.6 16 inch Shockproof Notebook Carrying Handbag for Office School,44756,0,0%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop+BAG,485000,0,0%
13/13.3 Inch Laptop Bag Sleeve Protective Case Briefcase-Purple,26820,0,0%
"For Lenovo ideapad 5 15IIL05 15ITL05 15ARE05 Top Case LCD Back Cover + Front Bezel + Hinges (Blue)  15.6""",120930,0,0%
19V 1.75A 33W Micro~USB AC Adapter Power Supply Laptop Charger For Asus ADP~33AW A EXA1206UH X205 X205T X205TA C201 C201P C201PA,46426,0,0%
Sticker Skin for DELL Latitude E6430 E6420 E6440 E7450 E7240 E7270 E7440 E6440 E6530 Latitude 7480 7490 5300 7410 5400 5320,78624,0,0%
Hp Notebook 15 Laptop - Intel Core I3- 16GB RAM/1TB SSD- Backlit Key 12TH GEN- Windows 11 PRO,565000,0,0%
Hp Stream 14 TOUCHSCREEN AMD Q/C 64GB HDD 4GB RAM WIN 10+ FLASH,235000,0,0%
Hp Stream 11 Intel Celeron- Education Edition - 4GB RAM - 64GB HDD Windows 10 Pro+ Mouse,125000,0,0%
"DELL Inspiron 15 Touchscreen Intel Core I5 8GB/256GB SSD 15.6"" FHD Display Wins 11",690500,0,0%
Hp Elitebook X2 1012 G2 Intel Core I5 256GB SSD - 8GB RAM -Backlit-Keypad - Touch Windows 11 PRO + PEN,430000,0,0%
ed Brain Case For Apple MacBook M1 M2 Chip Air 13.6 Pro 14.2 16.2 inch Retina Touch ID Bar 11 12 13 15 16 inch Cover,65297,0,0%
Hp ProBook 11 X360- TOUCH Intel Celeron 256GB 4GB RAM WIN10 Pro +USB LIGHT FOR KEYBOARD,185000,0,0%
Lenovo ILENOVO IDEAPAD 3 151AU7 Intel Core I7 12th Gen/8gb RAM/512gb SSD/15.6’’/Touchscreen/Freedos,960000,0,0%
Cold Folded Cooler Laptop Stand 360 Degree Rotating Base,28659,0,0%
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,485000,0,0%
Laptop Plastic Foldable Adjustable Stand pink,6075,0,0%
"Hp 15 12th Gen Win 11 8GB RAM/256GB SSD Intel Core I3 Up To 4.4GHz 15.6""  FP Reader +BAG",550600,0,0%
Hp Stream 11 Intel Celeron 4GB RAM- 64GB HDD WIN 10+ USB LIGHT FOR KEYBOARD,150000,0,0%
Hp ProBook 11 X360- TOUCH- 256GB SSD/8GB RAM-Intel CELERON QUAD CORE WIN10 Pro USB Light,210000,0,0%
Hp ProBook 11 X360- 256GB SSD TOUCHSCREEN Intel Pentium 8GB RAM WIN11 Pro,220000,0,0%
"DELL XPS 13 9320 Plus,Intel Core I7-13TH GEN,1TB SSD/16GB RAM,TOUCHSCREEN,BACKLIT,FP READER,WIN 11 HOME",2400000,0,0%
"Hp ENVY X360 15 10th Gen Intel Core I5(512GB SSD,8GB)Backlit Keyboard,Touch,FP, Wins 10",1180000,0,0%
"Lenovo Ideapad  Intel Celeron 4GB RAM 256 SSD 15.6"" Wins 10pro",298500,0,0%
"Hp 255 G8 AMD Athlon 3150U 15.6"" 4GB RAM/1TB HDD Win 10",465000,0,0%
Laptop Sleeve Bag Case 13 13.3 14 15.4 16 For DELL Xiaomi Huawei Notebook Pouch Carrying Macbook Air 13.6 M2 Pro  Shockproof,33066,0,0%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,505000,0,0%
"Hp ProBook 450 G9 INTEL CORE I7,12TH GEN ,512SSD,16GB RAM,15.6, Win11 Pro",1270000,0,0%
Hp EliteBook 830 G6 TOUCHSCREEN/Intel Core I5- 32GB RAM/512GB SSD/Backlit Keyboard/Win 11 Pro+BAG,545000,0,0%
4G LTE Mobile WiFi Portable WiFi Hotspot 150Mbps MiFi With SIM Card Slot,25802,0,0%
14/14.6 Inch Laptop Bag Sleeve Protective Case Shoulder Carrying Case-Black,29290,0,0%
"DELL Latitude 3190 2in1 X360 INTEL PENTIUM, Touchscreen 256GB SSD 8GB WIN 10 Pro",240000,0,0%
11.6 Inch Laptop Sleeve Case With Handle Pocket Briefcase-Dark Grey,18860,0,0%
Portable Adjustable Laptop Table With Cooling Pad,27500,0,0%
"Hp 15 Intel Pentium Dual Core (4GB,1TB HDD + 32GB Flash) Windows 10 Laptop With Laptop Bag- White",390000,0,0%
19V 4.74A 90W Universal Power Adapter Charger For Acer Asus Dell Hp Lenovo Samsung Toshiba Laptop 18.5V 19.5V 20V,31463,0,0%
Hp 15 Touchscreen 12th Gen Intel Core I7 8GB RAM/512GB SSD Intel Iris XE Win 11,945900,0,0%
"DELL INSPIRON GAMING 15 12TH GEN INTEL CORE I7 16GB RAM 1TB SSD RTX 3060 (6GB) 15.6"" WINS 11",2204999,0,0%
Suitable for Xiaomi Book 12.4-Inch Tablet Two-in-One Notebook Tempered Film for Tablet Xiaomi Book Film,38410,0,0%
"Hp 15 TOUCHSCREEN 11TH GEN INTEL CORE I3 8GB RAM 256GB SSD 15.6"" WINS 11",595500,0,0%
"Hp Pavilion 15 11th Gen-Core-i5 512GB SSD/8GB Backlit Keyboard, Nvidia Graphics Mx350 Wins 10",950600,0,0%
"Hp Stream 14-Intel® Celeron® Processor (4GB RAM, 32GB EMMc) + 32GB FLASH DRIVE + USB LIGHT",165000,0,0%
Hp Stream 11 Intel Celeron Quad Core 4GB RAM / 64GB SSD Windows 10 + USD LIGHT,130000,0,0%
Hp Elitebook X2 1012 G2 Intel Core I5 256GB SSD - 8GB RAM -Backlit-Keypad - Touch Windows 11 PRO + PEN,430000,0,0%
"DELL ALIENWARE M18 R2 14TH GEN,CORE I9-14900HX,4TB SSD/64GB RAM,16GB RTX 4090,18"" WIN 11 PRO",6000000,0,0%
"Lenovo Legion Slim 7 Intel  Core™️ I7-13th Gen 1TB SSD/16GB RAM 8GB NVIDIA RTX 4060 , Backlit  WIN 11 HOME",2990000,0,0%
"DELL XPS 13 9320 Plus,Intel Core I7-13TH GEN,512 SSD/16GB RAM,TOUCHSCREEN,BACKLIT,FP READER,WIN 11 HOME",2200000,0,0%
"DELL XPS 13 9320 Plus,Intel Core I7-13TH GEN,512 SSD/16GB RAM,TOUCHSCREEN,BACKLIT,FP READER,WIN 11 HOME",2200000,0,0%
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,750000,0,0%
Laptop for HP EliteBook 840 G3 745 740 745 G4 LCD Back Cover/Front Bezel/Hinges/Palmrest/Bottom Case Shell 821161-001,269705,0,0%
Asus Vivobook X515 Intel Core I3 X1500EA-BR2623W 15.6-inch 4GB 256GB SSD Win 11,460000,0,0%
"Hp CHROMEBOOK 11 G4, INTEL CELERON, 4GB RAM,32GB EMMC WINS 10",100000,0,0%
Hp 15 TOUCHSCREEN 12TH GEN INTEL CORE I5 12GB RAM 512GB SSD BACKLIT KEYBOARD FP READER WINS 11,750500,0,0%
"Lenovo IDEAPAD 1 INTEL CELERON 2.4GHZ 4GB RAM 256GB SSD 15.6"" WINS 10 PRO",298600,0,0%
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,445000,0,0%
"Lenovo Thinkpad X1 Carbon Gen 11 Core I5 (13th Gen) 256gb Ssd 16gb Ram 14"" Fhd Backlit K/board Win 11Pro",1355000,0,0%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,505000,0,0%
Hd 1080P Computer Camera Conference Video Webcast Camera Webcam Smart Usb Camera For Class Digital Camera Video Recording Black,17240,0,0%
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,240000,0,0%
"Lenovo V14 AMD RYZEN 3 3250U 8GB RAM 1TB HDD AMD RADEON GRAPHICS 14.0""SCREEN WINS 11",358500,0,0%
"DELL LATITUDE 3380, INTEL CORE I3 ,8GB RAM,256GB SSD ,WIN 11+ LIGHT",499000,0,0%
Hp EliteBook 830 G6 TOUCHSCREEN Core I5-32GB RAM/1TB SSD/Backlit Keyboard/Windows 11 Pro+BAG,545000,0,0%
Hp PAVILION 15 X360 12TH GEN INTEL CORE I5 8GB RAM 512GB SSD TOUCH/BACKLIT KEYBOARD WINS 11,950500,0,0%
"Lenovo Ideapad 15 10th Gen, Intel Core I3 8GB RAM,1TB HDD Wins 10+ Mouse",435500,0,0%
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,750000,0,0%
M09 Mini ITX Computer Chassis HTPC Host USB2.0 Computer,137736,0,0%
"Hp FLEXIBLE USB LIGHT FOR COMPUTERS,LAPTOP & POWER BANK BLUE",4000,0,0%
Lenovo Ideapad Intel Celeron 256 SSD 4GB RAM Win 10 PRO + 32GB Flash& Led Lamp,300500,0,0%
"Hp 14 Intel Celeron, 64GB, 4GB, Windows 11 In S Mode",205000,0,0%
"DELL CHROMEBOOK 11, 4GB RAM, 16GB SSD + 32GBFLASH",118000,0,0%
"Asus VIVOBOOK 14 12TH GEN INTEL CORE I3 8GB RAM 512GB SSD BACKLIT KEYBOARD 14"" FHD WINS 11",566900,0,0%
Silicone Capacitive Stylus Pen Case Protective-Light Blue,1734,0,0%
Briefcase Laptop Bags for Dell Latitude 3350/3470/5290/7275/7390/7490/E5270/E5540/E6440/E7470 Multi-use Handbag Laptop Case,44923,0,0%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/512 SSD/Backlit Keyboard/FP Reader Win 11 Pro Laptop + BAG,485000,0,0%
Hp Victus Gaming 16 12th Gen Intel Core I7 8GB RAM/1TB SSD GTX 1650 (4GB) Win 11,1780000,0,0%
Hp NoteBook 348 G5 Intel Core I5-8GB RAM/1TB SSD/Backlit Keyboard- Windows 11 Pro + BAG,490000,0,0%
"Lenovo LEGION 5 GAMING 12TH GEN INTEL CORE I7 16GB RAM 1TB SSD RTX 3050 (4GB) 15.6"" RGB BACKLIT WIN 11",2309000,0,0%
"Lenovo YOGA 9 X360 11TH GEN INTEL CORE I7 8GB RAM 512GB SSD 14"" TOUCH/BACKLIT KEYBAORAD FP WINS 10",980000,0,0%
"DELL Latitude 3190 2in1 X360 INTEL PENTIUM, Touchscreen 128GB SSD 8GB WIN 11 Pro",180000,0,0%
Asus X515EA Intel® Core™ I7-1165G7 8GB RAM 256GB SSD 15.6-Inch Win 11 + FREE Canon TS3440 AIO Printer,765000,0,0%
"DELL LATITUDE 3190 2in1 X360 INTEL PENTIUM,TOUCHSCREEN 4GB RAM,128GB SSD WIN 11 + Light",260000,0,0%
150Mbps USB Wireless Network Card USB WiFi Adapter,10000,0,0%
"Hp Probook 450 G8 11th Gen Intel® Core™ I5-8gb Ram- 512 Gb Ssd,15.6"",FingerPrint.Win 10 Pro",890000,0,0%
13.3 Inch Laptop Sleeve Diamond PU Leather Case-Black,21270,0,0%
Hp EliteBook 830 G6 TOUCHSCREEN Core I7-16GB RAM/1TB SSD/Backlit Keyboard/Windows 11 Pro+BAG,680000,0,0%
Hp NoteBook 348 G5 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard- Windows 11 Pro + BAG,450000,0,0%
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,240000,0,0%
Replacement Keyboards Keyboard For Lenovo Thinkpad E14 Gen 1 Gen 2,57930,0,0%
Hp EliteBook 830 G5 Intel Core I5-12GB RAM/512GB SSD- Touchscreen/Backlit /FP Reader Wins 11 Pro + BAG,485000,0,0%
Hp EliteBook 840 G5 Intel Core I5-12GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG,475000,0,0%
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,445000,0,0%
Hp ProBook 11 G1 Convertible Intel Pentium 128GB 4GB 11.6 Touchscreen WIN10 Pro,200000,0,0%
Hp Notebook 14 - Intel Core I3- 12GB RAM/256GB HDD Windows 11 +32GB FL ASH & USB Light For Keyboard,489000,0,0%
Hp EliteBook 840 Intel Core I7- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,620000,0,0%
Hp Elitebook X2 1012 Intel Core I5 256GB SSD/8GB RAM/Backlit-Keypad - TouchScreen- Windows 10 PRO+ PEN,450000,0,0%
Lenovo IDEAPAD 15 Inch -  INTEL CORE I3 - 12GB RAM- 1TB HDD- WINDOWS 10 PRO + USB LIGHT FOR KEYBOARD,579000,0,0%
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/512GB SSD Backlit,485000,0,0%
Hp Stream 11 Intel Celeron 4GB RAM- 64GB HDD WIN 10+ 32GB FLASH,122000,0,0%
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,485000,0,0%
Stylus Pen Capacitive Dual Function Metal Pole,798,0,0%
DELL Alienware M16 R1 (5Y3ZFX3),4820000,0,0%
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Win 11 Pro Laptop+BAG,505000,0,0%
For HP 14-CF 14-DF 14-DK 14-DP 14S-CR 14S-CF 240 245 G8 Laptop LCD Back Cover Front Bezel Palmrest Bottom Case Hinges Black,280727,0,0%
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard,250000,0,0%
Hp ProBook 11 X360- TOUCH Intel Celeron 128GB 4GB RAM WIN10 Pro,170000,0,0%
Gama Mini Clip-on Lavalier Condenser Microphone And Voice Recorder For Phones - 3.5mm,9500,0,0%
Hp EliteBook 840 G5 Intel Core I5- 32GB RAM/512GB SSD/Backlit Keyboard/Win 11 Pro+BAG,535000,0,0%
"Acer NITRO V 15 13TH GEN CORE I7 16GB RAM 512GB SSD NVIDIA RTX 4050 (6GB) 15.6"" FHD WINS 11",1690000,0,0%
Hp PROBOOK 440 G9 12TH GEN INTEL CORE I5 8GB RAM 512GB BACKLIT KEYBOARD WINS 11 PRO,1030900,0,0%
Hp EliteBook 840 G5 Intel Core I5- 8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11Pro Laptop +BAG,465000,0,0%
Hp ProBook 11 X360 TOUCH INTEL CORE I5 512GB SSD- 8GB RAM W11,350000,0,0%
Hp Stream 11 Intel Celeron Quad Core - 64GB SSD 4GB RAM Windows 10 PRO + USB Light For Keyboard,120000,0,0%
"Hpaay C 15 VICTUS GAMING, 13TH GEN INTEL CORE I5, 16GB RAM, 512GB SSD NVIDIA RTX 3050 (6GB) WINS 11",1331000,0,0%
Rotatable Camera HD Webcam 720P USB Camera Video Recording Web Camera With Microphone For PC Computer Black+orange,13730,0,0%
Hp Elitebook X2 1012 G2 Intel Core I5 256GB SSD - 8GB RAM -Backlit-Keypad - Touch Windows 11 PRO + PEN,430000,0,0%
Flower price Hard case for Macbook  M2 Air 15 13 A2941 A2681 13.6INCH case Retina Pro 14 15 16 A2442 A2485 M1 A2337,78156,0,0%
"Hp CHROMEBOOK 11 G4, INTEL CELERON, 4GB RAM,32GB EMMC WINS 10",100000,0,0%
"DELL LATITUDE 3190 2in1 X360 INTEL PENTIUM,TOUCHSCREEN 4GB RAM,128GB SSD WIN 11 + Light",230000,0,0%
Hp EliteBook 830 G6 TOUCHSCREEN Core I5-16GB RAM/1TB SSD/Backlit Keyboard/Windows 11 Pro+BAG,515000,0,0%
Hp 19V-1.58A Small Round Mouth Mini Laptop Charger,8500,0,0%
DELL Latitude 7490 TOUCHSCREEN  Intel Core I7- 16GB RAM/512GB SSD-BACKLIGHT KEYBOARD-WIN 11 PRO+BAG,570000,0,0%
Mechanical Keyboards Dust Cover Transparent Protective,22857,0,0%
"Hp PAVILION 14 X360 12TH GEN INTEL CORE I7 16GB RAM 512GB SSD 14"" TOUCH/BACKLIT KEYBOARD WINS 11",1250000,0,0%
Airspace Adjustable Laptop Desk With Mouse Pad & Cooling Fan,25000,0,0%
One Flexible USB LED Lights For Laptop And Desktop Keyboard,3000,0,0%
Cold Folded Cooler Laptop Stand 360 Degree Rotating Base,24980,0,0%
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,750000,0,0%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Win 11 Pro Laptop+ BAG,505000,0,0%
Foldable adjustable stand for laptop pink,6075,0,0%
"2PCS Anti-Glare Anti-reflection Matte Laptop Screen Protectors Cover Film For Lenovo thinkpad X1 Tablet  release 13"" 3rd Gen",58116,0,0%
"DELL Vostro 3510 Laptop 15.6″ HD Display, Intel I3-1115G4",650900,0,0%
Waterproof Keyboard Cover Protective Skin Film For ASUS Laptop,3114,0,0%
"DELL 3180, Intel Celeron, 128GB SSD, 4GB RAM, Wins 10 + Flash",170000,0,0%
"Microsoft 13"" Multi-Touch Surface Pro 9 Corei7  512gb/16gb Graphite, Wi-Fi Only",2459000,0,0%
Silicone Desktop Keyboard Skin Cover For HP 15.6inch BF Laptop Black,2653,0,0%
"DELL LATITUDE 3190 Intel Celeron 4GB RAM, 128gb Windows 10 + USB Flash Light",290000,0,0%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop+BAG,485000,0,0%
DELL XPS 17 9730 Core I9-13900H 1TB SSD 32GB RAM ''17'' 8GB NVIDIA RTX 4070  Backlit WIN 11 PRO,3650000,0,0%
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO HP +Mouse &USB Light For Keyboard,150000,0,0%
"Laptop Envelope Bag Case For Apple Macbook Air,Pro,Retina,11 12 13 15 16 inch Bags.For Huawei and Xiaomi 13 14 15 16.1 inch",45257,0,0%
"Hp Pavilion 15-EG0053 Core I5-1135G7,512GB SSD/12GB 15.61920×1080) TOUCHSCREEN Backlit Keyboard WIN10",925000,0,0%
Hp Pavilion 15 11th Gen Intel Core I5 512GB SSD 16GB RAM Touchscreen/Backlit Keyboard,879000,0,0%
Laptop Sleeve Notebook Bag Case Backpafor Macbook Air Pro 13.3 ~15.6 Inch iPHONE iPad Laptop Pouch Accessories,54442,0,0%
"Lenovo IDEAPAD SLIM 3 13TH GEN INTEL CORE I3-N305 4GB RAM 256GB SSD 15.6"" FHD WINDOWS 11",435500,0,0%
"Asus Notebook 10th Gen, Intel Core I3 12GB RAM 512GB SSD, 2.1GHz Up To 4.1GHz 15.6"" Wins 11",480000,0,0%
"Hp 15 Intel Pentium Silver (8GB RAM,1 TB HDD),Wins10",450500,0,0%
10 Steps Laptop Stand Tablet Stand,6075,0,0%
"Hp Pavilion 14 11th Gen Intel Core I3,16GB RAM, 512SSD,Iris X,Backlit Keyboard Wins 10+ Free Mouse",671000,0,0%
Hp ProBook 11 X360- TOUCH- 512GB SSD/8GB RAM-Intel COREI5- W11,330000,0,0%
Lenovo Ideapad  4GBRAM - 500GB HDD Intel Celeron Dual Core= USB Light - Up To 2.4Ghz) Windows 10 Laptop,290000,0,0%
"Acer NITRO V 15 13TH GEN CORE I7 16GB RAM 512GB SSD NVIDIA RTX 4050 (6GB) 15.6"" FHD WINS 11",1690000,0,0%
"Hp Pavilion 15 11th Gen-Core-i5 1TB SSD/8GB Backlit Keyboard,Nvidia Graphics Mx350 Windows 11",970500,0,0%
"Hp Pavilion X360 11m-ad013dx - 11.6"" -Intel Pentium N5000 1.1GHZ - 4 GB RAM - 500 GB HDD + 32gb USB Flash Drive",380000,0,0%
Lenovo Ideapad Intel Core I3 (8GB/1TB) Wins 10+ Free Led Lamp,432500,0,0%
"Hp Pavilion 15 11th Gen Core I5 16GB/1TB SSD Backlit Keyboard, Nvidia Graphics Mx350 Wins 11+ Mouse",1005600,0,0%
Handbag Laptop Bag 13 14 15 15.6 11 Inch For Xiaomi MacBook Air ASUS laptop Case Cover Notebook Accessory Women Men Briefcase,37241,0,0%
Detachable Cover For Microsoft Surface Book 2 13.5 Book 2 15 Inch Laptop Sleeve Stand Case Protect For Surface Book 3,97528,0,0%
Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10+ 32GB FLASH,121000,0,0%
"Toshiba Dynabook Satellite Pro 15 11th Gen, Intel Core I5 8GB RAM, 256GB SSD, Intel Iris Xe WINS 11",645000,0,0%
"DELL CHROMEBOOK, 4GB RAM, 16GB SSD + 32GBFLASH",125000,0,0%
"DELL ALIENWARE M16 R1,CORE I9-13900HX,1TB SSD/32GB RAM,12GB RTX 4080 GRAPHICS,16"" QHD+ DISPLAY,WIN 11",4950000,0,0%
Hp Notebook 15 Intel Core I5 -10210U -10th Gen - 8GB RAM - 1TB HDD - Win 11 PRO +HP MOUSE & USB LIGHT,650000,0,0%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,505000,0,0%
Hp Elitebook X2 1012 G2 Intel Core I5 256GB SSD -8GB RAM -Backlit-Keypad - Windows 10 PRO + PEN,490000,0,0%
Sticker Skin for DELL Latitude E6430 E6420 E6440 E7450 E7240 E7270 E7440 E6440 E6530 Latitude 7480 7490 5300 7410 5400 5320,75484,0,0%
Hp 15 10th Gen Intel Core I3 4GB RAM 1TB HDD Wins 10,560000,0,0%
Soft Silicone Touch Pen Cover Case Protector-Light Blue,2317,0,0%
2X Laptop Keyboard Film Full Dust Cover 15.6 Inch 14 Protective Case,6111,0,0%
Hp EliteBook 830 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit/ TOUCHSCREEN FP Reader Windows 11 Pro + BAG,515000,0,0%
Hp EliteBook 840 G5 Intel Core I5- 8GB RAM/256 SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,425000,0,0%
"Lenovo Ideapad  Intel Celeron 4GB RAM 256 SSD  15.6"" Wins 10pro+ Mouse",298950,0,0%
"Hp 250G7 INTEL CELERON, 1TB HDD 8GB RAM, WEBCAM, BT, WIN10",325000,0,0%
"Hp Envy 15 X360 12th Gen, Intel Core I7 (16GB/1TB SSD) Touch/Backlit Keyboard, Intel Iris Xe, Wins 11",1320000,0,0%
Acer Packardbell TravelMate P2 Intel Core I5 8GB RAM 256GB 15.6 Windows 10 Pro,600990,0,0%
"Asus VIVOBOOK 14 12TH GEN INTEL CORE I3 8GB RAM 512GB SSD BACKLIT KEYBOARD 14"" FHD WINS 11",565000,0,0%
14 Inch Laptop Sleeve Case Ultrabook Macbook Bag-Dark Red,21270,0,0%
Hp 15 TOUCHSCREEN 12TH GEN INTEL CORE I5 16GB RAM 512GB SSD BACKLIT KEYBOARD FP READER WINS 11,780000,0,0%
Sticker Skin for DELL Latitude E6430 E6420 E6440 E7450 E7240 E7270 E7440 E6440 E6530 Latitude 7480 7490 5300 7410 5400 5320,65540,0,0%
Hp ProBook 11 X360- TOUCH- 128GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,220000,0,0%
Touch Screen Stylus Writing S Pen For Samsung Galaxy-Black,18130,0,0%
Waterproof Keyboard Cover Protective Skin Film For ASUS Laptop,1236,0,0%
Lenovo THINKPAD P14s GEN 2 CI5 512GB SSD 8GB RAM 4GB NVIDIA WIN 11,919750,0,0%
Laptop Cleaning Kit,7999,0,0%
Asus 15 - Asus Laptop Intel Celeron 8GB RAM/ 1000GB HDD/ Backlit Keyboard Windows 11 + 32GB Flash,349999,0,0%
"DELL VOSTRO 15 11TH GEN INTEL CORE I7 16GB RAM 512GB SSD INTEL IRIS XE 15"" FHD WINS 10+ Bag",880000,0,0%
Flexible USB Led Lights For Laptop And Desktop,800,0,0%
"DELL LATITUDE 3189 2in1 X360 INTEL PENTIUM,TOUCHSCREEN 4GB RAM,256GB SSD WIN 11 + Light",230000,0,0%
"Lenovo IDEAPAD INTEL CELERON 2.4GHZ 4GB RAM 256GB SSD 15.6"" WINS 10 PRO+ Led Light",298100,0,0%
Lenovo THINKPAD T490 Intel Core I5 8GB RAM 512GB SSD KEYBOARDLIGHT WIN11PRO+BAG,999999,0,0%
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,445000,0,0%
Hp Stream 11 Pro- Intel Celeron- Education Edition - 4GB RAM - 64GB HDD Windows 10 Pro+ MOUSE,150000,0,0%
Hp 15 TOUCHSCREEN 12TH GEN INTEL CORE I5 16GB RAM 512GB SSD BACKLIT KEYBOARD WINS 11+Headset,766900,0,0%
"DELL Chromebook 3400 - 14"" - Celeron - 4 GB RAM - 32 GB EMMC + Bag",150000,0,0%
Waterproof laptop bag ipad case 6-15.6 Inch PC Cover For MacBook Air Pro Ratina Xiaomi HP Dell Notebook Computer Case,44756,0,0%
Hp ProBook 11 X360- Intel Pentium 256GB SSD-TOUCHSCREEN 4GB RAM Windows10 Pro + Laptop Pouch,230000,0,0%
Asus Vivobook Go 14 Celeron E410MA-BV1248WS 14-inch 4GB 128GB SSD Win11 Home,319999,0,0%
"Hp PAVILION 13 11TH GEN INTEL CORE I3 8GB RAM 256GB SSD BACKLIT KEYBOARD 13.3""FHD WINS 10",620500,0,0%
Hp EliteBook 830 G6 TOUCHSCREEN Core I5-16GB RAM/1TB SSD/Backlit Keyboard/Windows 11 Pro+BAG,515000,0,0%
4G LTE Mobile WiFi Wireless Hotspot Router Modem Broadband,60400,0,0%
Hp 15 10th Gen Intel Core I3 4GB RAM 1TB HDD Wins 10 + LED Lamp,550000,0,0%
Top Case For HP Probook 440 G7 445 G7 Zhan 66 14 G3 Laptop LCD Back Cover/Palmrest/Bottom Case Rear Lid Top Case Touchpad,171680,0,0%
DELL 19.5v 3.32a Dell Laptop Charger With Power Cable,9900,0,0%
Silicone Keyboard Cover Keypad Skin For  14CR 14 Inch #2,3852,0,0%
"Hp Pavilion 15 11th Gen Intel Core I7 16GB, 512 SSD Touch/Backlit Keyboard Wins 11",1390450,0,0%
"Lenovo Ideapad 5 11th Gen Intel Core I7 8GB RAM 512GB SSD Backlit Keyboard FP Reader 14"" Wins 11",800000,0,0%
DELL Latitude 3450 Core I3 256GB SSD 8GB RAM Wins 10 + Bag,220000,0,0%
"Hp ProBook 440G9 INTEL CORE I7,12TH GEN ,8GB RAM,512 SSD,14.1 Win11 Pro",1250000,0,0%
"Hp 15 INTEL CORE I3-10110U 8GB RAM 1TB HDD 15.6"" HD WINS 10 PRO",552000,0,0%
10Pcs Convenient Touch Screen Pen Wide-Light Blue,3220,0,0%
Case For Hp Elitebook X360 1030 G3 G4 830 G7 835 G8 13.3 Laptop Sleeve Detachable Notebook Cover Bag Protective Skin Stylus Gift,85838,0,0%
"Hp CHROMEBOOK, INTEL CELERON, 4GB RAM,32GB EMMC WINS 10+BAG",100000,0,0%
DELL Latitude 5440 13th Gen Intel® Core™ I7-1335U 512SSD 32GB RAM Wins 11 Pro Backlight Keyboard,1520000,0,0%
SDI TO HDMI CONVERTER,44500,0,0%
"Lenovo ThinkPad T14s Gen 4 13th Gen Core I7 512GB SSD 16GB 14"" Backlit Keyboard, Win 11Pro",1600000,0,0%
Asus Notebook Intel Core I3-10110U 12GB RAM 512GB SSD 15.6inches Display FHD Win 11,470000,0,0%
